id,lat,lon,name,owner,pgm,type,met,currents,waterquality,dart
"44025","40.251","-73.164" elev="0","LONG ISLAND - 30 NM South of Islip, NY","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44027","44.283","-67.3" elev="0","Jonesport, ME - 20 NM SE of Jonesport, ME","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44029","42.523","-70.566" elev="0","Buoy A01 - Massachusetts Bay","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","y","n"
"44030","43.179","-70.426" elev="0","Buoy B01 - Western Maine Shelf","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","y","n"
"44032","43.715","-69.355" elev="0","Buoy E01 - Central Maine Shelf","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","y","n"
"44033","44.055","-68.996" elev="0","Buoy F01 - Penobscot Bay","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","y","n"
"44034","44.103","-68.112" elev="0","Buoy I01 - Eastern Maine Shelf","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","y","n"
"44037","43.497","-67.876" elev="0","Buoy M01 - Jordan Basin","Northeastern Regional Association of Coastal Ocean Observing Systems","IOOS Partners","buoy","y","y","n","n"
"44039","41.138","-72.655" elev="0","Central Long Island Sound","MYSOUND","IOOS Partners","buoy","y","n","n","n"
"44040","40.956","-73.58" elev="0","Western Long Island Sound","MYSOUND","IOOS Partners","buoy","y","n","n","n"
"44041","37.204","-76.777" elev="0","Jamestown, VA","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","y","y","n","n"
"44042","38.033","-76.335" elev="0","Potomac, MD","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","y","y","y","n"
"44043","39.152","-76.391" elev="0","Patapsco, MD","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","n","n","n","n"
"44056","36.2","-75.714" elev="0","Duck FRF, NC","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n"
"44057","39.54","-76.074" elev="0","Susquehanna, MD","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","n","n","n","n"
"44058","37.567","-76.257" elev="0","Stingray Point, VA","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","y","y","y","n"
"44061","38.788","-77.036" elev="0","Upper Potomac, MD","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","n","n","n","n"
"44062","38.556","-76.415" elev="0","Gooses Reef, MD","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","y","y","y","n"
"44063","38.963","-76.448" elev="0","Annapolis, MD","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","y","y","y","n"
"44064","36.998","-76.087" elev="0","First Landing, VA","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","n","n","n","n"
"44065","40.369","-73.703" elev="0","New York Harbor Entrance - 15 NM SE of Breezy Point , NY","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44066","39.618","-72.644" elev="0","Texas Tower #4 - 75 NM East of Long Beach, NJ","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"44069","40.698","-73.087" elev="0","Great South Bay","Stony Brook University","IOOS Partners","buoy","y","n","y","n"
"44072","37.201","-76.266" elev="0","York Spit, VA   ","Chesapeake Bay Interpretive Buoy System (CBIBS)","IOOS Partners","buoy","y","n","y","n"
"44073","43.02","-70.54" elev="0","CO2 Gulf of Maine Buoy","University of New Hampshire","IOOS Partners","buoy","y","n","y","n"
"44075","40.363","-70.883" elev="0","OOI Pioneer Inshore Surface Mooring","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"44076","40.137","-70.775" elev="0","OOI Pioneer Central Surface Mooring","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"44077","39.94","-70.883" elev="0","OOI Pioneer Offshore Surface Mooring","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"44078","59.94","-39.52" elev="0","OOI Irminger Sea Surface Mooring","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"44086","36.001","-75.421" elev="0","Nags Head, NC (243)","UNC Coastal Studies Institute","IOOS Partners","buoy","y","n","n","n"
"44087","37.025","-76.151" elev="0","Thimble Shoal, VA (240)","U.S. Navy","IOOS Partners","buoy","y","n","n","n"
"44088","36.611","-74.841" elev="0","Virginia Beach Offshore, VA (171)","SCRIPPS","IOOS Partners","buoy","y","y","n","n"
"44089","37.754","-75.325" elev="0","Wallops Island, VA (224)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n"
"44090","41.84","-70.329" elev="0","Cape Cod Bay, MA (221)","Woods Hole Group/NERACOOS","IOOS Partners","buoy","y","n","n","n"
"44091","39.768","-73.77" elev="0","Barnegat, NJ (209)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n"
"44095","35.75","-75.33" elev="0","Oregon Inlet, NC (192)","UNC Coastal Studies Institute","IOOS Partners","buoy","y","n","n","n"
"44097","40.967","-71.126" elev="0","Block Island, RI  (154)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"44098","42.8","-70.171" elev="0","Jeffrey's Ledge, NH (160)","University of New Hampshire","IOOS Partners","buoy","y","n","n","n"
"44099","36.915","-75.722" elev="0","Cape Henry, VA (147)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"44100","36.258","-75.593" elev="0","Duck FRF 26m, NC (430)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"44137","42.26","-62.03" elev="0","East Scotia Slope","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"44139","44.24","-57.1" elev="0","Banqureau Banks","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"44150","42.5","-64.02" elev="0","La Have Bank","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"44258","44.5","-63.4" elev="0","Halifax Harbour","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"44402","39.289","-70.639" elev="0","SOUTHEAST BLOCK CANYON - 130 NM SE of Fire Island, NY","NDBC","Tsunami","dart","n","n","n","y"
"44403","41.904","-61.655" elev="0","SABLE ISLAND BANK - 437 NM E of Boston, MA","NDBC","Tsunami","dart","n","n","n","y"
"44488","45.44","-60.95" elev="0","East of Chedabucto Bay","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"44489","45.49","-61.14" elev="0","West Chedabucto Bay","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"44490","44.66","-66.37" elev="0","West Bay of Fundy","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45001","48.061","-87.793" elev="183","MID SUPERIOR- 60 NM North Northeast Hancock, MI","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"45002","45.344","-86.411" elev="176","NORTH MICHIGAN- Halfway between North Manitou and Washington Islands.","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"45003","45.351","-82.84" elev="177","NORTH HURON - 32NM Northeast of Alpena, MI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"45004","47.585","-86.585" elev="183","EAST SUPERIOR -70 NM NE Marquette, MI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"45005","41.677","-82.398" elev="174","WEST ERIE - 16 NM NW of Lorain, OH","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"45006","47.335","-89.793" elev="183","WEST SUPERIOR - 30NM NE of Outer Island, WI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"45007","42.674","-87.026" elev="176","SOUTH MICHIGAN - 43NM East Southeast of Milwaukee, WI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"45008","44.283","-82.416" elev="177","SOUTH HURON - 43NM East of Oscoda, MI","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"45012","43.621","-77.401" elev="74.7","EAST Lake Ontario  - 20NM North Northeast of Rochester, NY","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"45013","43.1","-87.85" elev="176","ATW20 - Atwater Park, WI","University of Wisconsin-Milwaukee","IOOS Partners","buoy","y","y","y","n"
"45014","44.795","-87.759" elev="176","GB17 - South Green Bay, WI","University of Wisconsin-Milwaukee","IOOS Partners","buoy","y","y","y","n"
"45020","44.789","-85.604" elev="176","Grand Traverse Bay South Buoy, MI","Northwestern Michigan College","IOOS Partners","buoy","n","n","n","n"
"45022","45.405","-85.085" elev="176","Little Traverse Bay Buoy, MI","University of Michigan CILER","IOOS Partners","buoy","y","n","y","n"
"45023","47.27","-88.607" elev="183","North Entry Buoy, North Keweenaw Peninsula, MI","Michigan Technological University","IOOS Partners","buoy","y","y","y","n"
"45024","43.981","-86.556" elev="176","Ludington Buoy, MI","University of Michigan CILER","IOOS Partners","buoy","y","n","y","n"
"45025","46.969","-88.398" elev="183","South Entry Buoy, South Keweenaw Peninsula, MI","Michigan Technological University","IOOS Partners","buoy","y","n","y","n"
"45026","41.982","-86.619" elev="176","Cook Nuclear Plant Buoy, Stevensville, MI","Limno Tech","IOOS Partners","buoy","y","y","y","n"
"45027","46.86","-91.93" elev="183","McQuade Harbor Nearshore, MN","University of Minnesota, Duluth","IOOS Partners","buoy","y","n","y","n"
"45028","46.814","-91.829" elev="183","Western Lake Superior","University of Minnesota, Duluth","IOOS Partners","buoy","y","n","y","n"
"45029","42.9","-86.272" elev="176","Holland Buoy, MI","Limno Tech","IOOS Partners","buoy","y","n","y","n"
"45132","42.46","-81.22" elev="174","Port Stanley","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45135","43.78","-76.87" elev="75","Prince Edward Pt","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45136","48.54","-86.95" elev="183","Slate Island","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45137","45.54","-81.02" elev="177","Georgian Bay","Environment and Climate Change Canada","International Partners","buoy","n","n","n","n"
"45138","49.54","-65.71" elev="0","Mont Louis","Environment and Climate Change Canada","International Partners","buoy","n","n","n","n"
"45139","43.25","-79.53" elev="75","West Lake Ontario - Grimsby","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45140","50.8","-96.73" elev="217","Lake Winnipeg S. Basin","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45141","61.18","-115.31" elev="156","Great Slave Lake","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45142","42.74","-79.29" elev="174","Port Colborne","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45143","44.94","-80.627" elev="177","South Georgian Bay","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45144","53.23","-98.29" elev="217","Lake Winnipeg North","Environment and Climate Change Canada","International Partners","buoy","n","n","n","n"
"45145","51.87","-96.97" elev="217","Lake Winnipeg Narrows","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45147","42.43","-82.68" elev="175","Lake St Clair","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45148","49.65","-94.5" elev="332","Lake of the Woods","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45149","43.54","-82.08" elev="177","Southern Lake Huron","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45150","61.98","-114.13" elev="156","Great Slave Lake, North Arm","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45151","44.5","-79.37" elev="219","Lake Simcoe","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45152","46.23","-79.72" elev="196","Lake Nipissing","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45154","46.05","-82.64" elev="177","North Channel East","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45159","43.77","-78.98" elev="75","NW Lake Ontario Ajax","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"45161","43.185","-86.355" elev="176","Muskegon Buoy, MI","GLERL","IOOS Partners","buoy","y","n","y","n"
"45162","44.988","-83.27" elev="176","Thunder Bay Buoy, Alpena, MI","GLERL","IOOS Partners","buoy","y","n","y","n"
"45163","43.983","-83.593" elev="176","Saginaw Bay Buoy, MI","GLERL","IOOS Partners","buoy","y","n","y","n"
"45164","41.732","-81.694" elev="174.2","Cleveland Buoy, OH","Limno Tech","IOOS Partners","buoy","y","n","y","n"
"45165","41.702","-83.261" elev="174","Toledo Water Intake Buoy, Oregon, OH","Limno Tech","IOOS Partners","buoy","y","y","n","n"
"45166","44.785","-73.258" elev="30","Lake Champlain - Inland Sea","Vermont EPSCOR","IOOS Partners","buoy","n","n","n","n"
"45167","42.185","-80.135" elev="173.9","Erie Nearshore Buoy, Erie, PA","Regional Science Consortium","IOOS Partners","buoy","n","n","n","n"
"45168","42.397","-86.331" elev="177","South Haven Buoy, MI","Limno Tech","IOOS Partners","buoy","y","n","y","n"
"45169","41.615","-81.821" elev="174","Lakewood Buoy, OH","Limno Tech","IOOS Partners","buoy","n","n","n","n"
"45170","41.755","-86.968" elev="177","Michigan City Buoy, IN","Illinois-Indiana Sea Grant and Purdue Civil Engineering","IOOS Partners","buoy","y","n","y","n"
"45171","46.724","-87.411" elev="183","Granite Island Buoy, Granite Island, MI","Northern Michigan University","IOOS Partners","buoy","n","n","n","n"
"45172","46.74","-85.98" elev="183","Grand Marais Buoy, Grand Marais, MI","Northern Michigan University","IOOS Partners","buoy","n","n","n","n"
"45173","46.573","-86.572" elev="178","Munising Buoy, Munising, MI","Northern Michigan University","IOOS Partners","buoy","n","n","n","n"
"45174","42.135","-87.655" elev="176","Wilmette Buoy, IL","Illinois-Indiana Sea Grant and Purdue Civil Engineering","IOOS Partners","buoy","y","n","y","n"
"45175","45.825","-84.772" elev="176","Mackinac Straits West, Mackinaw City, MI ","Michigan Technological University","IOOS Partners","buoy","y","y","n","n"
"45176","41.55","-81.765" elev="174","Cleveland Intake Crib Buoy, OH","Limno Tech","IOOS Partners","buoy","n","n","y","n"
"45177","41.894","-87.613" elev="176","Ohio St. Beach, Chicago, IL","Chicago Park District","IOOS Partners","buoy","n","n","n","n"
"45178","44.603","-73.394" elev="30","1 NM SE of Valcour Island, NY","SUNY Plattsburgh Center for Earth and Environmental Science/Lake Champlain Research Institute","IOOS Partners","buoy","n","n","n","n"
"45179","47.195","-87.224" elev="178","Stannard Rock Buoy","Superior Watershed Partnership","IOOS Partners","buoy","n","n","n","n"
"45180","48.034","-87.73" elev="0","Isle of Royale East, MI (230)","U.S. Army Corps of Engineers","IOOS Partners","buoy","y","n","n","n"
"45183","44.982","-85.831" elev="176","Sleeping Bear Dunes","National Park Service - Sleeping Bear Dunes","IOOS Partners","buoy","y","n","y","n"
"45184","44.55","-87.959" elev="176","Green Bay East Buoy","University of Wisconsin-Milwaukee","IOOS Partners","buoy","n","n","n","n"
"45185","44.577","-87.987" elev="176","Green Bay West Buoy","University of Wisconsin-Milwaukee","IOOS Partners","buoy","n","n","n","n"
"45186","42.368","-87.795" elev="176","Waukegan Buoy, IL","University of Illinois at Urbana-Champaign","IOOS Partners","buoy","y","y","n","n"
"45187","42.491","-87.779" elev="176","Winthrop Harbor Buoy, IL","University of Illinois at Urbana-Champaign","IOOS Partners","buoy","y","y","n","n"
"45188","44.094","-73.423" elev="30","Champlain Bridge Buoy","SUNY Plattsburgh Center for Earth and Environmental Science/Lake Champlain Research Institute","IOOS Partners","buoy","n","n","n","n"
"45194","45.804","-84.792" elev="177.43","McGulpin Point North, MI (253)","Michigan Technological University","IOOS Partners","buoy","y","y","n","n"
"45195","44.488","-73.339" elev="30","Schuyler Reef, NY (251)","GLERL","IOOS Partners","buoy","y","n","n","n"
"45196","41.521","-81.88" elev="174","Rocky River, OH","Limno Tech","IOOS Partners","buoy","y","n","y","n"
"45197","41.619","-81.617" elev="174","Euclid, OH","Limno Tech","IOOS Partners","buoy","y","n","y","n"
"45198","41.892","-87.563" elev="176","Chicago Buoy","Illinois-Indiana Sea Grant and Purdue Civil Engineering","IOOS Partners","buoy","y","n","n","n"
"46001","56.232","-147.949" elev="0","WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"46002","42.658","-130.502" elev="0","WEST OREGON - 275NM West of Coos Bay, OR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46004","50.93","-136.1" elev="0","Middle Nomad","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46005","46.134","-131.079" elev="0","WEST WASHINGTON - 300NM West of Aberdeen, WA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46006","40.766","-137.379" elev="0","SOUTHEAST PAPA - 600NM West of Eureka, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46011","34.956","-121.019" elev="0","SANTA MARIA - 21NM NW of Point Arguello, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46012","37.356","-122.881" elev="0","HALF MOON BAY - 24NM SSW of San Francisco, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46013","38.253","-123.303" elev="0","BODEGA BAY - 48NM NW of San Francisco, CA","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"46014","39.231","-123.974" elev="0","PT ARENA - 19NM North of Point Arena, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46015","42.752","-124.844" elev="0","PORT ORFORD - 15 NM West of Port Orford, OR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46022","40.748","-124.527" elev="0","EEL RIVER - 17NM WSW of Eureka, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46025","33.758","-119.044" elev="0","Santa Monica Basin - 33NM WSW of Santa Monica, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46026","37.754","-122.839" elev="0","SAN FRANCISCO - 18NM West of San Francisco, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46027","41.852","-124.38" elev="0","ST GEORGES - 8 NM NW of Crescent City, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46028","35.77","-121.903" elev="0","CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46029","46.143","-124.485" elev="0","COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46035","57.016","-177.703" elev="0","CENTRAL BERING SEA - 310 NM North of Adak, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46036","48.36","-133.94" elev="0","South Nomad","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46041","47.353","-124.742" elev="0","CAPE ELIZABETH- 45NM NW of Aberdeen, WA","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"46042","36.785","-122.398" elev="0","MONTEREY - 27NM WNW of Monterey, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46047","32.388","-119.525" elev="0","TANNER BANK - 121 NM West of San Diego, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46050","44.669","-124.546" elev="0","STONEWALL BANK - 20NM West of Newport, OR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46053","34.241","-119.839" elev="0","EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46054","34.273","-120.47" elev="0","WEST SANTA BARBARA  38 NM West of Santa Barbara, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46059","38.094","-129.951" elev="0","WEST CALIFORNIA - 357NM West of San Francisco, CA","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"46060","60.5911","-148.0707" elev="0","WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"46061","60.238","-146.833" elev="0","Seal Rocks - Between Montague and Hinchinbrook Islands, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46066","52.765","-155.009" elev="0","SOUTH KODIAK - 310NM SSW of Kodiak, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46069","33.677","-120.213" elev="0","SOUTH SANTA ROSA IS. CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46070","55.008","175.183" elev="0","SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46071","51.125","179.012" elev="0","WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK ","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"46072","51.672","-172.088" elev="0","CENTRAL ALEUTIANS 230 NM SW Dutch Harbor","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"46073","55.009","-172.002" elev="0","SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46075","53.969","-160.794" elev="0","SHUMAGIN ISLANDS - 85NM South of Sand Point, AK","NDBC","NDBC Meteorological/Ocean","other","n","n","n","n"
"46076","59.471","-148.009" elev="0","CAPE CLEARE - 17 NM South of Montague Is,  AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46077","57.902","-154.176" elev="0","SHELIKOF STRAIT, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46078","55.556","-152.582" elev="0","ALBATROSS BANK - 104NM South of Kodiak Is., AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46080","57.947","-150.042" elev="0","PORTLOCK BANK- 76 NM ENE of Kodiak, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46081","60.802","-148.283" elev="0","Western Prince William Sound","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46082","59.681","-143.372" elev="0","Cape Suckling - 35 NM SE of Kayak Is, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46083","58.27","-138.019" elev="0","FAIRWEATHER GROUND - 105 NM West  of Juneau, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46084","56.622","-136.102" elev="0","CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46085","55.883","-142.882" elev="0","CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK","NDBC","NDBC Meteorological/Ocean","buoy","y","n","n","n"
"46086","32.499","-118.052" elev="0","SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46087","48.493","-124.726" elev="0","Neah Bay - 6 NM North of Cape Flattery, WA     (Traffic Separation Lighted Buoy)","NDBC","NDBC Meteorological/Ocean","buoy","n","n","n","n"
"46088","48.332","-123.179" elev="0","NEW DUNGENESS - 17 NM NE of Port Angeles, WA","NDBC","NDBC Meteorological/Ocean","buoy","y","y","n","n"
"46089","45.933","-125.785" elev="0","TILLAMOOK, OR - 85 NM WNW of Tillamook, OR","NDBC","NDBC Meteorological/Ocean","other","y","n","n","n"
"46092","36.751","-122.029" elev="0","MBM1","MBARI","IOOS Partners","buoy","y","n","n","n"
"46096","46.173","-124.127" elev="0","Columbia River Entrance - SATURN Station #02 Offshore","Columbia River Inter-Tribal Fish Commission","IOOS Partners","buoy","n","n","n","n"
"46097","44.639","-124.304" elev="0","OOI Newport Shelf","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"46098","44.381","-124.956" elev="0","OOI Waldport Offshore","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"46099","46.986","-124.566" elev="0","OOI Westport Shelf","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"46100","46.851","-124.972" elev="0","OOI Westport Offshore","Ocean Observatories Initiative","IOOS Partners","buoy","y","n","y","n"
"46108","59.596","-151.829" elev="0","Lower Cook Inlet (204)","Alaska Ocean Observing System","IOOS Partners","buoy","y","y","n","n"
"46114","36.7","-122.343" elev="0","West Monterey Bay, CA (185)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
"46116","46.287","-124.016" elev="0","SATURN Estuary Station #07, Baker Bay, WA","Columbia River Inter-Tribal Fish Commission","IOOS Partners","buoy","n","n","y","n"
"46117","46.176","-123.869" elev="0","SATURN Estuary Station #09, Youngs Bay, OR","Columbia River Inter-Tribal Fish Commission","IOOS Partners","buoy","n","n","y","n"
"46118","48.724","-122.576" elev="0","Se'lhaem Bellingham Bay","Northwest Association of Networked Ocean Observing Systems","IOOS Partners","buoy","n","n","n","n"
"46119","47.967","-124.95" elev="0","Cha'Ba La Push","Northwest Association of Networked Ocean Observing Systems","IOOS Partners","buoy","n","n","n","n"
"46120","47.761","-122.397" elev="0","Pt Wells, WA (U of Wash)","University of Washington","IOOS Partners","buoy","n","n","n","n"
"46121","47.28","-122.73" elev="0","Carr Inlet, WA (U of Wash) ","University of Washington","IOOS Partners","buoy","n","n","n","n"
"46122","47.803","-122.803" elev="0","Dabob Bay, WA (U of Wash)","University of Washington","IOOS Partners","buoy","n","n","n","n"
"46123","47.375","-123.008" elev="0","Twanoh - Hood Canal, WA (U of Wash)","University of Washington","IOOS Partners","buoy","n","n","n","n"
"46124","47.422","-123.113" elev="0","Hoodsport - Hood Canal, WA (U of Wash)","University of Washington","IOOS Partners","buoy","n","n","n","n"
"46125","47.907","-122.627" elev="0","Hansville - Hood Canal, WA","University of Washington","IOOS Partners","buoy","n","n","n","n"
"46127","46.215","-124.063" elev="0","SATURN Offshore Station #10, Columbia River, South Jetty, OR","Columbia River Inter-Tribal Fish Commission","IOOS Partners","buoy","n","n","n","n"
"46128","43.292","-124.538" elev="0","Buoy CB-06 - West of Coos Bay, OR","Northwest Association of Networked Ocean Observing Systems","IOOS Partners","buoy","y","n","n","n"
"46131","49.91","-124.98" elev="0","Sentry Shoal","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46132","49.78","-127.89" elev="0","South Brooks","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46145","54.37","-132.42" elev="0","Central Dixon Entrance Buoy","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46146","49.34","-123.73" elev="0","Halibut Bank","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46147","51.83","-131.22" elev="0","South Moresby","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46181","53.83","-128.83" elev="0","Nanakwa Shoal","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46183","53.62","-131.1" elev="0","North Hecate Strait","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46184","53.92","-138.85" elev="0","North Nomad","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46185","52.42","-129.79" elev="0","South Hecate Strait","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46204","51.38","-128.77" elev="0","West Sea Otter","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46205","54.18","-134.32" elev="0","West Dixon Entrance","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46206","48.84","-126" elev="0","La Perouse Bank","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46207","50.87","-129.92" elev="0","East Dellwood","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46208","52.52","-132.69" elev="0","West Moresby","Environment and Climate Change Canada","International Partners","buoy","y","n","n","n"
"46211","46.857","-124.244" elev="0","Grays Harbor, WA (036)","SCRIPPS","IOOS Partners","buoy","y","n","n","n"
